Path, Error
/media/nimashiri/SSD1/torch_api_examples/6280.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/6280.py"", line 6, in <module>
    torch.nn.ConvTranspose3d(inputs,weights)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_cls.py"", line 98, in new_init
    old_init(self, *args, **kwargs)
TypeError: __init__() missing 1 required positional argument: 'kernel_size'
"
/media/nimashiri/SSD1/torch_api_examples/660.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/660.py"", line 8, in <module>
    x.index_add_(0,index,t,alpha=-1)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
TypeError: index_add_() got an unexpected keyword argument 'alpha'
"
/media/nimashiri/SSD1/torch_api_examples/690.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/690.py"", line 7, in <module>
    x.index_reduce_(0,index,t,'prod')
AttributeError: 'Tensor' object has no attribute 'index_reduce_'
"
/media/nimashiri/SSD1/torch_api_examples/6990.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/6990.py"", line 15, in <module>
    F.embedding_bag(input,embedding_matrix,offsets,padding_idx=2,mode='sum')
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
TypeError: embedding_bag() got an unexpected keyword argument 'padding_idx'
"
/media/nimashiri/SSD1/torch_api_examples/7080.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/7080.py"", line 14, in <module>
    loss=F.cross_entropy(input,target)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/nn/functional.py"", line 2693, in cross_entropy
    return nll_loss(log_softmax(input, 1), target, weight, None, ignore_index, None, reduction)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/nn/functional.py"", line 2388, in nll_loss
    ret = torch._C._nn.nll_loss(input, target, weight, _Reduction.get_enum(reduction), ignore_index)
RuntimeError: 1D target tensor expected, multi-target not supported
"
/media/nimashiri/SSD1/torch_api_examples/7360.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/7360.py"", line 8, in <module>
    weights=preprocess(loaded_weights)# some function
NameError: name 'preprocess' is not defined
"
/media/nimashiri/SSD1/torch_api_examples/12070.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/12070.py"", line 5, in <module>
    sparse=dense.to_sparse_csr()
AttributeError: 'Tensor' object has no attribute 'to_sparse_csr'
"
/media/nimashiri/SSD1/torch_api_examples/12080.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/12080.py"", line 5, in <module>
    sparse=dense.to_sparse_csc()
AttributeError: 'Tensor' object has no attribute 'to_sparse_csc'
"
/media/nimashiri/SSD1/torch_api_examples/12090.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/12090.py"", line 5, in <module>
    sparse=dense.to_sparse_csr()
AttributeError: 'Tensor' object has no attribute 'to_sparse_csr'
"
/media/nimashiri/SSD1/torch_api_examples/12100.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/12100.py"", line 5, in <module>
    sparse=dense.to_sparse_csr()
AttributeError: 'Tensor' object has no attribute 'to_sparse_csr'
"
/media/nimashiri/SSD1/torch_api_examples/12351.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/12351.py"", line 11, in <module>
    x.view(torch.cfloat)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
RuntimeError: Viewing a tensor as a new dtype with a different number of bytes per element is not supported.
"
/media/nimashiri/SSD1/torch_api_examples/13400.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13400.py"", line 11, in <module>
    A=A@A.mT+torch.eye(2)# batch of symmetric positive-definite matrices
AttributeError: 'Tensor' object has no attribute 'mT'
"
/media/nimashiri/SSD1/torch_api_examples/13410.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13410.py"", line 6, in <module>
    L,info=torch.linalg.cholesky_ex(A)
AttributeError: module 'torch.linalg' has no attribute 'cholesky_ex'
"
/media/nimashiri/SSD1/torch_api_examples/13420.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13420.py"", line 5, in <module>
    P,L,U=torch.linalg.lu(A)
AttributeError: module 'torch.linalg' has no attribute 'lu'
"
/media/nimashiri/SSD1/torch_api_examples/13430.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13430.py"", line 5, in <module>
    LU,pivots=torch.linalg.lu_factor(A)
AttributeError: module 'torch.linalg' has no attribute 'lu_factor'
"
/media/nimashiri/SSD1/torch_api_examples/13440.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13440.py"", line 16, in <module>
    torch.dist(Q.mT@Q,torch.eye(4))
AttributeError: 'Tensor' object has no attribute 'mT'
"
/media/nimashiri/SSD1/torch_api_examples/13470.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13470.py"", line 5, in <module>
    S=torch.linalg.svdvals(A)
AttributeError: module 'torch.linalg' has no attribute 'svdvals'
"
/media/nimashiri/SSD1/torch_api_examples/13940.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13940.py"", line 9, in <module>
    LA.vector_norm(a,ord=3.5)
AttributeError: module 'torch.linalg' has no attribute 'vector_norm'
"
/media/nimashiri/SSD1/torch_api_examples/13950.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13950.py"", line 7, in <module>
    LA.matrix_norm(A)
AttributeError: module 'torch.linalg' has no attribute 'matrix_norm'
"
/media/nimashiri/SSD1/torch_api_examples/13980.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13980.py"", line 16, in <module>
    torch.linalg.matrix_rank(A,atol=1.0,rtol=0.0)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
TypeError: linalg_matrix_rank() got an unexpected keyword argument 'atol'
"
/media/nimashiri/SSD1/torch_api_examples/13990.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/13990.py"", line 6, in <module>
    L,V=torch.linalg.eig(A)
AttributeError: module 'torch.linalg' has no attribute 'eig'
"
/media/nimashiri/SSD1/torch_api_examples/14000.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14000.py"", line 5, in <module>
    L=torch.linalg.eigvals(A)
AttributeError: module 'torch.linalg' has no attribute 'eigvals'
"
/media/nimashiri/SSD1/torch_api_examples/14010.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14010.py"", line 9, in <module>
    A=A+A.mT# creates a batch of symmetric matrices
AttributeError: 'Tensor' object has no attribute 'mT'
"
/media/nimashiri/SSD1/torch_api_examples/14030.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14030.py"", line 6, in <module>
    X=torch.linalg.solve_triangular(A,B,upper=True)
AttributeError: module 'torch.linalg' has no attribute 'solve_triangular'
"
/media/nimashiri/SSD1/torch_api_examples/14040.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14040.py"", line 6, in <module>
    X=torch.linalg.lstsq(A,B).solution
AttributeError: module 'torch.linalg' has no attribute 'lstsq'
"
/media/nimashiri/SSD1/torch_api_examples/14070.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14070.py"", line 4, in <module>
    from torch.linalg import vecdot 
ImportError: cannot import name 'vecdot' from 'torch.linalg' (/home/nimashiri/.local/lib/python3.8/site-packages/torch/linalg/__init__.py)
"
/media/nimashiri/SSD1/torch_api_examples/14080.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14080.py"", line 4, in <module>
    from torch.linalg import multi_dot 
ImportError: cannot import name 'multi_dot' from 'torch.linalg' (/home/nimashiri/.local/lib/python3.8/site-packages/torch/linalg/__init__.py)
"
/media/nimashiri/SSD1/torch_api_examples/14090.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14090.py"", line 11, in <module>
    Ainv=torch.linalg.inverse(A)
AttributeError: module 'torch.linalg' has no attribute 'inverse'
"
/media/nimashiri/SSD1/torch_api_examples/14110.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14110.py"", line 6, in <module>
    linalg.vander(x)
AttributeError: module 'torch.linalg' has no attribute 'vander'
"
/media/nimashiri/SSD1/torch_api_examples/14120.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14120.py"", line 5, in <module>
    Ainv,info=torch.linalg.solve_ex(A)
AttributeError: module 'torch.linalg' has no attribute 'solve_ex'
"
/media/nimashiri/SSD1/torch_api_examples/14140.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14140.py"", line 5, in <module>
    A=A@A.mT# make symmetric
AttributeError: 'Tensor' object has no attribute 'mT'
"
/media/nimashiri/SSD1/torch_api_examples/14150.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14150.py"", line 5, in <module>
    A=A@A.mT# make symmetric
AttributeError: 'Tensor' object has no attribute 'mT'
"
/media/nimashiri/SSD1/torch_api_examples/14160.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/14160.py"", line 5, in <module>
    A=A@A.mT# make symmetric
AttributeError: 'Tensor' object has no attribute 'mT'
"
